Review,Rating,Tanggal
ini lagi eror kah aplikasinya? masa dari kemarin gabisa dibuka sih,4,2024-04-11 18:57:09
sering banget ngebug,3,2024-04-11 16:30:17
"sebenernya bagus banget bisa baca buku online gini tapi kenapa sekarang ipusnas saya sering keluar2 sendiri ya kalo mau buka buku. tolong saya suka banget tapi kenapa malah jadi gini 😭 Buku yang saya pinjam ada 3 dan semuanya nggak bisa dibuka. Judulnya ada 1. Metode Penelitian Kuantitatif (Adhi Kusumastuti, Ahmad Mustamil, Khoiron & Taofan, Ali Achmadi) 2. Masuk Surga karena Memungut Sampah (Bahagia SP., MSc 3. Belajar dari MUHAMMAD ALFATIH: Achieving The Impossible (Muhammad Karebet W)",2,2024-04-11 09:07:19
App nya bisa bikin mood lebih baik lagi dengan bnyk pilihan e-book yg diinginkan.,4,2024-04-09 19:57:43
"Tolong belikan referensi yg lebih luas terlebih untuk buku teologi, akar kamu mahasiswa teologi dapat tertolong Dangan perpustakaan ini. Tolong juga rekrut berbagai penerbit dari buku-buku teologi lain nya, yg baru saya temukan yakni penerbit buku Andi, mari pak masih banyak lagi penerbit buku lainya seperti BPK, GM, dll tolong pak dibangun kerja sama, agar perpustakaan ini menjadi alternatif ketika seorang mahasiswa siswa baik di kota dan khusus nya di perdesaan dapat membaca dan menggali ilmu.",5,2024-04-09 13:01:45
ini kpn dr td app.nya gk bosa dibuka ya?,4,2024-04-08 14:56:15
makasih sudah menambah stok bukunya beljar jadi mudah,5,2024-04-08 09:16:38
"Aplikasi ga bisa dibuka, padahal sudah di update. Ada buku yang belum dikembalikan padahal",1,2024-04-07 08:47:33
"Kenapa per tanggal 7 April 2024 selalu eror ya, tidak bisa dibuka, selalu keluar sendiri. Padahal sudah di-update. Internet stabil. Tolong dong ditingkatkan lagi.",3,2024-04-07 06:06:57
"Bagus banget, buku2 update. Semoga bagus terus yaa",5,2024-04-06 11:36:52
"semoga dapat ditambahkan bukunya seperti sekolah(SMK,SMA,dll.) dan kuliah.🙏🏻🙏🏻🙏🏻 terima kasih",4,2024-04-05 22:02:02
Sampah,1,2024-04-05 20:52:44
Kenapa ya sekarang mau baca buku di ipusnas selalu keluar lagi dan lagi? Sudah coba di uninstall trs install lagi tapi setiap kali mau baca buku selalu keluar. Mohon pencerahannya..,4,2024-04-05 19:44:01
Bagus,5,2024-04-05 16:05:28
Apa kah buku yang dibaca perlu membayar atau tidak?,5,2024-04-05 10:40:48
"udah berkembang banyak dr yang terakhir kali, sangat membantu buku² disini. Terimakasih",5,2024-04-04 17:03:41
"Gimna mau mencerdaskan bangsa..?! Apk nya GK jls? apa mungkin gratisan ya.buku yg udh di pinjem mau baca louding pdf,di tunggung lama baget muter muter terus.kadang bisa kadang louding pdf,GK jls gimana ini server nya.",1,2024-04-04 10:17:45
"Ipusnas pliss ini kenapa, padahal pas awal² dowload lancar² aja tapi ini knpa kok tiba² ga bisa di buka?, ngga bisa login akun?, ngga bisa daftar akun lagi? Udah tak hapus lagi download ulang tetep aja masih bandel, padahal suka banget baca disini, indonesia butuh ipusnas!! Tapi pliss jangan bandel dong🥲, mungkin masih banyak lagi hal yang harus di perbaiki di apk ini, tapi tolonglah.. perbaiki dulu bugnya, saya kasih bintang 5 supaya makin semangat lagi ngembangin aplikasi ini.",5,2024-04-04 08:39:53
"Akku tu sukaa banget baca buku, suka banget aplikasi ini, tapi sebel banget kalau ngebug ga bisa di buka, semoga bisa cepet teratasi dan jadi aplikasi yg ringan...😢😢",3,2024-04-03 04:14:02
"Sayang sekali, Aplikasi bagus tapi sering log out. Bahkan gak bisa dibuka. Semoga segera diperbaiki",1,2024-04-02 13:42:35
Tolong Perbanyak lagi bukunya,5,2024-04-01 09:59:29
Manfaat sekali suka bangettt 🥺,5,2024-04-01 09:20:55
"Tolong untuk halaman buku diberi, pembatas halaman yg dibaca (sehingga nggk perlu sroll"" nyari halaman buat lanjutbaca), dan juga diberi keterangan berapa lama waktu peminjaman, seperti tanggal pinjam dan selesai.",4,2024-04-01 01:13:21
bagus dan sangat menambah referensi dan sangat bagus untuk direkomendasikan.semoga buku bukunya selalu di-update soalnya cari buku yang baru terbit blm ada,5,2024-03-31 11:49:31
Masih blm bisa dibuka.. Coba dilain HP pun sama.. Ada apa ya?,3,2024-03-31 03:01:59
Apakah ipunas hari ini ada gangguan....?,5,2024-03-30 10:12:11
"Sudah di instal ulang tetap tidak terbuka, dan ada peringatan perangkat tidak berjalan. Haduuuuhhh kenapa ya kak?",3,2024-03-29 21:22:35
"Terimakasih ipusnas, aplikasi yang sangat membantu dalam mencari sumber tugas kuliah semoga kedepannya lebih baik lagi🤗",4,2024-03-27 19:57:34
"Sekarang ipusnas kenapa sih setiap buka pakai wifi gak bisa. Terus coba instal ulang malah gabisa login. Mohon diperbaiki lagi, saya gak bisa baca lgi ini",2,2024-03-26 21:31:54
"Apaan aplikasi ini, mau pinjam buku tidak pernah bisa apalagi baca !!!",1,2024-03-26 08:38:53
KENAPA BANYAK YANG NGGA BISA DI BACA ? TERUS JUGA PAS MAU DOWLNLOAD ERROR TERUS BANYAK BUKU ? BACAANNYA ASCII ERROR DSB LAH..IPUSNAS MAKIN KE SINI MAKIN PARAH!! TOLONG PERBAIKI DONG...,1,2024-03-26 05:57:42
"Woii ini kenapa kok saya gak bisa daftar, tinggal langkah terakhir loadingnya lama terus gagal padahal gue pake wifi 😭",2,2024-03-26 05:13:45
Tolong APBN dari masyarakat digunakan dengan sebaik-baiknya. Selevel aplikasi begini saja UI/UX nya sangat kurang oke. Terlebih kolom pencariannya tidak berfungsi sempurna (ada buku yg tidak bisa dicari). Tolong perbaiki lagi sistem antriannya.,2,2024-03-25 16:04:32
"Untuk yg mobile masih biasa aja, cukup lah buat baca, tapi untuk yg Dekstop version, tolong untuk ditingkatin, sering force close, sering ngefreeze, dalam 15 menit bisa 3 kali force close, ini tidak nyaman",2,2024-03-25 13:00:36
"Aplikasi baca digital semacam ini memang sangat bermanfaat dan membantu banyak pembaca yg ingin mengakses buku secara gratis. Namun, jujur saja, iPusnas butuh lebih banyak improve agar aplikasinya lebih ramah utk pengguna. Yg paling saya soroti adalah notifikasi antrean buku. Sama sekali tidak ada pemberitahuan yg muncul, pembaca hanya akan tahu bahwa buku antreannya sudah bisa dipinjam ketika membuka aplikasi. Sementara pembaca masih harus berebut dengan yg lain. Semoga bisa diperbaiki.",3,2024-03-25 10:35:42
"Halo Kak. Apakah iPusnas ada buku spiritual yang bergambar, novel, dan sastra mancanegara?",3,2024-03-25 06:03:20
udh tambah ke rak koleksi tapi kok ga bisa di download ????? gimana mau baca coba,3,2024-03-25 04:48:26
Bagus.,3,2024-03-23 21:29:30
Sy gk bs login di ipusnas lagi. Sudah coba di hp lain juga gk bs. Bahkan daftar baru juga gk bs. Kenapa ipusnas sering sekali seperti ini ya. Mohon bantuannya sy blm selesaikan bacaan sy.,1,2024-03-23 20:16:10
"Aplikasinya bagus, inovatif tapi entah kenapa sya susah scroll k bawah. Tiap scroll malah kebaca sy sedang block tulisan pada e book.",2,2024-03-23 17:00:03
"Sangat suka dengan ipusnas, tapi aku harap ipusnas bisa nyediain tools untuk wishlist, jadi buku buku yang menarik itu bisa dimasukkan ke wishlist",4,2024-03-23 08:21:23
Niceeee,5,2024-03-22 11:59:31
Kagak bisa dibuka!!!!!!!!!!,1,2024-03-22 11:11:35
Aplikasi lemot dan suka kaluar² sendiri ditengah² lagi baca,2,2024-03-21 14:26:08
"Kenapa tiap nyari buku muncul kata opps terus, pdahal buku yang saya cari lumrah di ipusnas malah nga muncul samsek",2,2024-03-21 14:12:30
Jangan membantu saya dalam tugas saya.. melalui ipusnas ini saya belajar banyak materi,5,2024-03-21 13:52:03
Mohon stok bukunya di perbanyak. Setiap saya mau pinjam buku ga ada yang tersisa cuma buku buku yang ga sesuai sama saya aja yang banyak stokny sedangkan buku yang lain dah pada habis. Mohon di oerbanyak stokny soalnya banyak buku yang sudah kehabisan stok.,2,2024-03-21 06:44:22
"Aplikasinya sering ngga bisa dibuka Padahal kuota dan sinyal ada. Sering gangguan dan eror. Terutama ketika menambahkan bookmark halaman, kalau aplikasinya close bookmark hilang. Tolong diperbaiki segera. Saya langganan dari dulu tapi permasalahannya masih tetap itu itu saja. Dan mohon tambahkan tema mode malam. Terimakasih",2,2024-03-21 04:36:42
Bermanfaat,5,2024-03-20 19:34:13
"Perlu dikembangkan lebih lanjut. Kenapa ""buku digital"" harus dibatasi orang yang meminjam dalam satu jenis buku? Kenapa tidak dibuka saja sistemnya? Sehingga memungkan lebih dadi jumlah ketersediaan buku fisik yang ada di perpusnas. Saya kira paradigma buku cetak harus berbeda perlakuannya dgn buku digital",5,2024-03-19 06:52:06
Apk nya gak jelas,1,2024-03-18 08:53:49
"Sebenernya bagus tapi kenapa tiba"" ga bisa dibuka, terus ku download lagi pake akun yg sama tapi tertera tulisan email ku belom ke daftar, padahal jelas"" email verifikasi yg lama masih ada",3,2024-03-18 01:38:01
"Aplikasi yang sangat berguna,banyak manfaat yang bisa diambil. Begitu banyak buku di sini. Namun,saya memiliki saran untuk memberi kategori buku-buku yang tersedia kedalam genre masing-masing.",3,2024-03-16 21:28:54
jangan suka down lahh,4,2024-03-16 20:55:01
Terimakasih sudah membuat aplikasi se keren ini🤩🤩🤩🤩,5,2024-03-16 10:11:11
"Kok app nya ngelag, aku ngk bisa kembalikan buku 😭😭",3,2024-03-15 18:20:39
Sering ke riset sendiri sangat disayagkan apk sebagus ini sistem eror trus,4,2024-03-15 18:14:59
Good,5,2024-03-15 10:44:15
"Updatenya bagus kaya di play book, tapi sayangnya fungsi yang paling penting malah dah ga ada ga bisa di landscape, ga kaya di play book",5,2024-03-15 09:03:47
Kenapa tidak bisa login ya? Padahal sandi sudah benar.,5,2024-03-13 05:24:15
"bagus, cukup lengkap juga buku bukunya dr berbagai kategori, minusnya setiap baca buku misal sampai halaman 59 terus keluar aplikasi atau hapus resource tab aplikasi, halamannya ngulang dari awal lagi:) jadi harus scroll lagi ke halaman terakhir dibaca.",4,2024-03-12 22:44:03
"Kak tolong di update saat membaca biar enak kayak di google books,biar ga pencet dikit udah pindah mode",5,2024-03-12 22:25:44
"Biasanya di panel kategori buku banyak banget ampe p klo gak salah ini cuma sampe manuskrip aja, sisanya kemana kak?",1,2024-03-11 18:36:25
Terimakasih. Sangat membantu,5,2024-03-11 07:45:24
"update fitur ""history pinjaman buku""",4,2024-03-09 23:33:48
"Bagus aplikasinyaa, banyak cerita bagus, minusnya cuma lama ngantri kalo mau baca",5,2024-03-09 18:53:57
"Sejauh ini apk nya bagus. Cuma fitur bookmarknya tidak berfungsi. Pas saya kasih bookmark di buku yang saya pinjam, setelah keluar dari aplikasi, bookmarknya selalu hilang. Jadi kalau saya mau lanjut baca harus ingat-ingat dulu tadi sampai halaman berapa.",4,2024-03-09 12:18:16
"Halaman udah ditandai, mau baca lagi hilang Tolong diperbaiki lagi min",3,2024-03-08 16:03:44
"Masih ada blok kocak ni jangan download,katanya kga ada kendala jaringan bagus blok huh apk kentang, MENDING DOWNLOAD APK LAIN YG ADA MANFAAT NYA .",1,2024-03-08 15:27:47
Konyol bet ebook ada antrian segala,1,2024-03-07 19:55:00
"1. Tolong diupdate utk masalah notifikasi agar tampil di atas layar seperti aplikasi lain, jadi kita bisa segera tahu jk stok buku tersedia. Notif yg skrg hanya muncul saat apk dibuka dan itu cukup merepotkan shg sering tdk kebagian buku. 2. Saat mengecek info suatu buku sebaiknya nama penulis bisa diklik dan langsung terlihat karya2 apa sj dr penulis tsb yg tersedia bukunya. Klw ada fitur ini akan sangat membantu. Terimakasih, semoga direalisasikan.",4,2024-03-07 19:21:23
Cool,5,2024-03-07 11:32:21
Aplikasi bagus,5,2024-03-07 09:24:21
"koleksi bukunya banyak banget dan gratis tapi minusnya kurang nyaman baca disini temanya cuma ada 2 terang atau gelap trus mode baca juga kurang enak, sama minjemnya cuma bisa 5 hariii 🥲",3,2024-03-06 13:57:55
"Setelah sekian lama baca di ipusnas lagi. Agak sedih, kenapa bookmark atau untuk penanda halamannya enggak bisa. Malah muncul tulisan coming soon. Padahal pas baca dulu bisa bookmark-nya. :"")",4,2024-03-06 10:01:55
"Saran buat kedepannya tolong ditambahkan fitur notifikasi, saya kira saya yang tidak mengaktifkan notifikasinya ternyata memang tidak ada fitur notifikasi, saya sering kehabisan buku karna tidak ada notifnya, dan satu lagi kalau bisa tambahkan juga tampilan berwarna hitam, karena kurang nyaman baca dengan background putih",2,2024-03-05 21:01:54
Good,5,2024-03-05 13:26:19
"Halo Kak, sebelumnya saya bisa membuka aplikasi iPusnas, tp tiba-tiba hari ini kenapa saya tidak bisa ya? saat saya mencoba membuka iPusnas seperti nge-bug gtu dan tiba-tiba keluar dari aplikasinya. Terimakasih.",3,2024-03-05 08:08:47
"Knp akhir2 ini Ipunas ga bisa dibuka. Udh bbrp kali dicoba di download ulang tetap ga bisa. Tolong.... Bolak balik diminta aktifkan permission.. Sampai hari ini udah berkali-kali dicoba TETAP TIDAK BISA DIBUKA...selalu diminta aktifkan permission.... Duuh sedih banget , bisa tolong... MAAF ADMIN YTH....SAMPAI HARI INI TGL 040324....MASIH TETAP BELUM BISA DIBUKA ...BISA TOLONG...!! 😔",5,2024-03-04 15:09:40
ini kok ga bisa di buka ya,4,2024-03-02 10:45:46
loveeeee 💗💗💗💗,5,2024-03-02 09:44:31
Mau login ataupun daftar gagal terus sampai bolak balik hapus aplikasi tapi ga ngaruh,2,2024-03-01 08:48:43
Bagus banget jadi bisa baca buku gratis😁,5,2024-02-29 23:47:06
Aku suka banget sama ipusnas Cuma mau bilang tolong font-nya bisa diperbesar dong kak:))) kasian mataku ini,5,2024-02-29 11:25:35
aplikasinya tolong jangan eror lagi yaa,3,2024-02-29 01:19:26
bug Mulu kocak,1,2024-02-28 14:04:17
"Bukunya lumayan lengkap, tapi semenjak saya upgrade aplikasinya gamau kepake lagi padahal jaringan lancar. Tiap saya buka aplikasinya selalu tiba-tiba keluar, tolong segera diperbaiki, aplikasi ini sangat membantu saya tapi sekarang kok jadi seperti ini?",3,2024-02-28 09:34:58
"Bukunya beragam dengan berbagai genre, tapi ada bug pas HPnya miring teksnya hilang semua. Aku udah pake HP beda tapi tetep ada bugnya, Tolong diperbaiki !",3,2024-02-26 18:43:45
"Aplikasinya sdh bagus banyak buku, tp masih sering force close. Lebih baik diperbaiki appnya dibikin ada notif buku pinjaman yang avail atau ada notif waktu ada pesan masuk",3,2024-02-26 17:54:07
"Secara keseluruhan perpus digital ini udh bagus, namun ada saran untuk ipusnas, tolong tambakah feature reading list, juga perbaiki feature membacanya, saat sedang membaca ebook tangan kita suka mengetuk hp saat ingin menscrool namun UI malah merubah tampilan membaca menjadi horizontal dari yg awalnya readingnya ke bawah, ini sangat mengganggu ( tolong tambahkan fitur kunci saja!) Semoga saran saya dapat didengar oleh pihak Dev agar perpus digital menjadi lebih baik.",3,2024-02-26 14:02:48
"Sering muncul ""Terjadi kesalahan sinkronisasi dalam data higlight"" yang menyebabkan PDFnya ga bisa dibaca",4,2024-02-26 12:38:31
Kenapa pas apk.nya dibuka selalu kembali?,1,2024-02-25 19:34:43
"Lebih di update lagi, terkhusus buat penampilan nya jgn terlalu monoton dan selalu ikuti perkembangan zaman skrng bagaimana bagusnya desain grafis terima kasih",4,2024-02-25 12:06:03
Bisa ditambahkan fitur wishlist sehingga buku yang ingin dibaca selanjutnya bisa terlihat. Terima kasih ipusnas!,4,2024-02-25 10:54:16
Tampilan interface-nya jelek banget. Sekelas aplikasi buatan pemerintah padahal. Mohon setiap masukan yang ada segera sikapi dan realisasikan dengan baik. Tabik.,1,2024-02-24 01:49:58
"ada kendala saat membuka aplikasi, telah dicoba berulang kali, tetap saja keluar sendiri.",3,2024-02-23 18:49:43
"Cukup bagus, tapi kadang suka ada bug. Lewat tengah malem biasanya suka error' bener² ga bisa di buka app nya. Kadang log notifikasi juga suka ilang, jadi ga tau buku apa yg tersedia di antrian, itu aja sihh selebihnya bagus banget. Makasih Ipusnas.",5,2024-02-23 13:38:12
GK bisa di buka!!!!,1,2024-02-22 07:32:13
Aplikasinya bagus sangat membantu untuk saya yang suka membaca namun kekurangan budget. Namun yang perlu di tingkatkan yaitu fitur searching,4,2024-02-21 16:42:30
"Bagus, berguna untuk belajar",5,2024-02-21 09:25:58
Jelek,1,2024-02-20 14:42:29
"Saya sudah nyaman sekali memakai aplikasi Ipusnas. Akan tetapi, masih terdapat bug di dalam aplikasi, seperti sorotan teks saya yang tiba-tiba hilang, bookmark yang tidak bisa digunakan. Terima kasih sudah membuat aplikasi Ipusnas, tetap semangat meningkatkan demi banyaknya generasi gemar membaca^^",4,2024-02-20 07:30:12
Tolong dong buku sejarah diadain,4,2024-02-19 21:16:02
Good,5,2024-02-19 11:52:44
Min tolong series majapahit: banjir bandang dari utara karya Langit Kresna Hariadi dibenerin dong. Bukunya tidak bisa dibuka dari tahun lalu,1,2024-02-19 10:15:11
Kasi notifikasi dong!!! Percuma ngantre lama lama ujung ujungnya gadapet,1,2024-02-19 08:31:54
"sekarang udah lebih bagus, buku-bukunya juga bervariatif dulu buku buku bagus ngantrinya lamaaaaa banget, sekarang mah banyak tanpa perlu ngantri, udah gitu bisa 5 buku buset banget gak si. dulu ipusnas banyak bugnya, jangankan nyari buku, downloadnya aja gak bisa, terus nanti bisa lagi kalau udah hari senin ;)",5,2024-02-19 01:31:08
"Saya pengguna baru saat hari pertama saya daftar apk ini buat baca suatu buku, selalu maintenance, setelah saya tinggal beberapa hari lalu saya coba daftar kembali, sama saja maintenance tidak bisa daftar=tidak bisa baca buku, jd saya berfikir ""apa mungkin belom diupdate yah"" Pas saya cek playstore, tidak ada update terbaru untuk apk Ipusnas ini jadi saya bingung bagaimana mengatasinya, itu keluhan yang saya alami bila developer tidak keberatan tolong segera perbaiki servernya.",1,2024-02-18 22:01:05
"Terima kasih iPusnas, berkat aplikasi ini, saya bisa membaca buku gratis. Saya juga bisa menemukan buku bagus, tapi harus sabar antre. Semoga bisa ditambah koleksinya, lebih banyak dan lebih lengkap. Kolom pencarian kadang error, yang diketik apa, yang keluar beda. Mungkin bisa ditambah notifikasi, kaitannya dengan antrean buku, jadi tidak harus secara berkala cek aplikasi. Salam literasi",4,2024-02-18 06:18:19
"enggak suka banget sama pengaturannya. Pas baca pernah kepencet beberapa kali, keblock dan kecoret, keselnya gak bisa ilang jadi ganggu banget pas baca. Belom lagi pernah coba mode maja lain sealin scrol, gak enak banget, malah balikinnya susah 😭😭",1,2024-02-18 00:53:55
Ribet untuk dipakai... Kasih yang simpel aja kenapa,1,2024-02-17 18:24:07
"Udah daftar tapi kenapa tidak bisa pinjam buku, tulisannya belum teregistrasi padahal sudah saya coba daftar ulang tapi tulisanya email sudah terdaftar. Saya coba buat email baru tulisannya server maintenance sudah 3 hari saya coba belum ada perbaikan.",1,2024-02-16 20:53:24
"Fitur ""Sorotan Teks"" saya seringkali hilang karena cache terhapus. mohon disediakan fitur unduh sorotan teks dalam format apapun, yg memungkinkan utk diunggah kembali ke iPusnas begitu restart applikasi. Fitur tdk harus mengunduh seluruh teks yg tercantum di applikasi (krn ini mungkin melanggar hak cipta). Mungkin dapat dibuat format file terenkripsi yg menyimpan data data posisi kalimat dari sebuah buku yg masuk Sorotan Teks. Terima kasih.",4,2024-02-16 09:37:53
kenapa saat saya offline buku yang saya pinjam Dira k tidak tampak seperti hilang begitu saja,1,2024-02-16 06:11:41
"Tolong di menu riwayat pinjaman ditambah opsi ""HAPUS"". Agar bisa menghilangkan buku2 yang tidak jadi dibaca. Supaya terlihat lebih rapi. Terimakasih",4,2024-02-16 06:06:35
Sudah 3x uninstall dan masuk dgn 2 akun email. Tapi tetep ngga bisa baca buku. Tiap klik buku kelempar terus keluar lalu mati.,2,2024-02-15 20:23:06
"Bukunya kurang lengkap kurang update buku yang trending dan untuk perkuliahan di semua jurusan kurang saran saya tolong kerja sama dengan gramedia bukunya bagus-bagus Sekian,terimakasih",3,2024-02-15 14:23:53
"Sebenarnya aplikasi ini bagus banget. Koleksi hukunya banyak, mode bacanya juga bervariatif, cuma sayang banget algoritma pencariannya sering kayak error gitu. Padahal kita ngetik buku yang memang ada di situ, tapi bukunya ga ditampilkan",4,2024-02-15 13:19:54
Mls mikir,1,2024-02-15 07:48:49
"Bagus dan lengkap, gratis lagi",5,2024-02-14 20:42:21
Masa tidak bisa registrasi,1,2024-02-14 09:28:18
"Untuk bebepa buku populer tidak tersedia, yg saya sayangkan aplikasi ini tidak memiliki fitur penanda baca, sehingga saya agak kesulitan ketika ingin meneruskan bacaan saya",2,2024-02-14 05:31:49
Ipusnas bs ga tulisannya diperbesar dan reader mode? Hurufnya kecil2 bgt dan kl di maximize malah lari2. Trs scrolling jg ga enak. Plis plis perbaiki. Capek banget bacanya kl hurufnya kecil2,5,2024-02-12 18:40:15
Tolong ada fitur kunci buku supaya ketika membaca tidak kemana-mana dan supaya lebih enak bacanya soalnya saya terganggu ketika lagi asyik-asyiknya scroll malah ke pencet eh jadi kemana-mana deh paragraf yang saya baca.,4,2024-02-12 08:27:47
Ngantri setahun kagak dapet dapet.,1,2024-02-12 05:26:50
Kak ini kenapa aplikasi ipusnas saya ga bisa dibuka ya?,3,2024-02-11 17:09:31
"Beruntung sekali karena ipusnas hadir memberi kesempatan untuk bisa membaca buku secara gratis. Sangat bermanfaat, apalagi bagi mereka yang sebenarnya sangat ingin membaca buku, tapi terkendala pada biaya. Benar-benar terimakasih 😭🙏",5,2024-02-11 11:40:41
"Ga bisa baca buku,, bukunya antri berminggu2 sampe males baca saya",3,2024-02-09 19:11:10
Saya suka baca di Ipusnas udah lumayan lama. Koleksinya lumayan lengkap dan nyaman dibaca. Tapi sejak sebulanan ini kok sering nge-bug ya? Sampai2 saya harus uninstall dan install lagi setiap mau baca. Gimana ya :(,4,2024-02-07 13:59:02
Setiap mau minjam buku selalu ga bisa kenp ya kak,3,2024-02-07 05:17:56
"Bagus, tapi sumpah ini search nya kok ga bisa sih, suka kesel. Padahal bukunya ada loh di ipusnas, tapi pas di search malah gak ketemu, udah di atur penerbit nya tetep aja tuh Plis perbaiki dong!",1,2024-02-06 22:22:19
"Ini kenapa sihh gak bisa dibuka dr awal instal jaringan nya oke"" aja loading mulu anjgg kesel, gatau ig nya apa Twitter gak bisa di dm hadeh",1,2024-02-05 23:52:38
Kenapa ya ko ga bisa masuk?,2,2024-02-05 21:58:16
Sering trouble,1,2024-02-05 06:49:53
"Aplikasi ini bagus, hanya saja ketika membaca buku sangat sensitif dan bisa tiba2 kembali ke halaman cover, selain itu fitur highlighter sulit diarahkan. Saya berharap fitur dan ui dari aplikasi ini segera di perbaiki",2,2024-02-05 01:52:58
"mau daftar akun tapi harap tunggu terus gagal, gitu aja terus setiap dicoba",1,2024-02-04 21:15:25
"Buat apk sekelas punya pemerintah, bagusan juga apk pinjol",1,2024-02-04 11:08:34
Aplikasi aneh awalnya bisa tapi makin kesini malah gak bisa dibuka udah gw buka berkali kali malah telah berhenti,1,2024-02-03 21:53:45
"Setiap buka kemapa ya lama banget dan diem di logo, mau baca jadi kehambat. Saran dari saya, klo edit highlight mending jangan teken lama soalnya malah jadi kesel, klo baca ga sengaja ke highlight 🥲😔",3,2024-02-02 23:24:34
"Setiap keluar abis baca selalu kembali ke halaman awal, bukan ke halaman terakhir dibaca. Jadinya kurang nyaman",3,2024-02-02 20:09:24
"Saya suka dengan aplikasi ipusnas, bukunya cukup lengkap. Ya walaupun harus sabar mengantre kalau mau baca buku buku populer. Yang saya keluhkan, 1. Penanda halaman hilang terus. Harus meraba raba lagi halaman berapa kira kira terakhir baca, 2. Notifikasi tidak berfungsi. Notifikasi hanya bekerja saat aplikasi dibuka. Saran: sepertinya akan lebih baik kalau dimode membaca, tulisan otomatis fit ke layar hp, space kosong di kanan kiri dicut aja, biar lebih nyaman membacanya. Semoga semakin baik",4,2024-02-02 12:43:11
Eror,1,2024-02-02 09:24:46
Jelelk aku dak biso download ny padahal ram/ memo besak,1,2024-02-02 09:10:04
"mengapa saya tidak bisa masuk padahal email dan password sudah benar, dan saya coba buat email baru tetap saja tidak bisa. tolong bantuannya 🙏🙏",3,2024-02-02 01:37:39
"Aplikasinya agak eror, mau kirim pesan dan komplain tidak bisa mohon diperbaiki lagi, mau mendaftar event iso 2024 juga nd bisa",2,2024-02-01 20:37:20
Kebanyakan buku tidak bermanfaat dan minim buku untuk sekolah dan kuliah,1,2024-01-31 17:26:10
"fiturnya bagus dan membantu, hanya saja terkadang kenapa tidak bisa dibuka? padahal kuota internet saya lancar, tolong perhatiannya",5,2024-01-30 19:07:30
Loading ny lama bangett,1,2024-01-30 18:36:01
Di sarankan,5,2024-01-30 15:47:49
Mau login dan forgot pasword gak bisa. Gimana sih ini yg bikin ? Gak ada kontak buat bantu juga payah,1,2024-01-30 11:16:14
"aplikasinya sangat bagus, membantu, dan memudahkan saya untuk membaca buku-buku yang saya mau. terima kasih ipusnas",5,2024-01-30 06:42:32
"Gak bisa dibuka, jelek",1,2024-01-30 05:32:15
Terima kasih aplikasi ini sangat membantu saya sebagai pelajar untuk menyusun karya ilmiah dengan metode study pustaka.,5,2024-01-29 20:00:37
"Overall aplikasi ini membantu sekali apalagi yang pengen baca buku gratisan, tetapi masih banyak fitur yang perlu diperbaiki seperti penanda halaman belum ada di aplikasi saya, dan kalau bisa ditambah fitur whislist biar bisa menyimpan beberapa referensi buku yg ingin dibaca.",5,2024-01-29 16:41:22
Hari ini koq gak bisa dibuka ipusnas. Trus ada notif krn bug. Segera perbaiki yaa bugnya min. Dengan ada aplikasi ini sangat bermanfaat bisa mencerdaskan bangsa,3,2024-01-29 10:04:08
Update bukunya,1,2024-01-29 06:56:13
Kata gua bagus sih respon cepet,5,2024-01-28 17:52:29
Cepet update,3,2024-01-28 15:37:56
Aplikasi yg zgt membantu,5,2024-01-28 14:10:04
Bermanfaat ✨👍,5,2024-01-28 13:32:30
"Saat log in lama sekali, padahal jaringan lancar. Kemudian ketika apk di close pas mau masuk lagi malah keluar sendiri, begitu terus hingga harus menghapus data. Mohon di perbaiki, Min. Terima kasih.",2,2024-01-28 07:30:58
"Aplikasinya bagus, dari app ini aku jadi lebih banyak membaca buku daripada sebelumnya. Banyak buku buku yang bagus walaupun masih ada buku yang belum publish di sini. Harus dicari dulu bukunya baru ketemu. Saranku semoga next update nya, bisa ada rekomendasi buku yang populer jadi kalau bingung mau baca apa, ada pilihan buku buku populer. Aku juga berharap ada fitur ""wishlist"" jadi bisa tambahin list buku yang ingin dibaca. Jadi biar bisa dicek kalau dibutuhkan baru pinjam bukunya. Terima kasih",4,2024-01-28 04:03:04
"Aplikasi ipusnas bagus sangat membantu dalam menambah ilmu, dapat mencari buku yang diinginkan hanya dengan mengetik buku pada telesuri jika kategori buku yang dicari tidak sedia/ketemu judul yang pas sesuai. Sebaiknya buku yang di pinjam ipusnas jangka waktu peminjaman lebih dari 5 hari, karena jika lupa setelah meminjam hitungan sudah 5 hari akan kembali sendiri, dan menjadi antri jika pembaca buku tersebut ramai.",5,2024-01-27 12:50:16
"Kenapa ahir2 ini susah banget si mau buka apk nya, lamaaaa banget ga bisa buka2 🥲. Padahal dulu baek2 ajeee kalau Uda enak lagi di buka ganti rating deh. Sementara segitu dulu",3,2024-01-26 22:20:34
ini aplikasinya lagi error kah? coba di hp dan laptop ga bisa masuk. tolong perbaiki segera,2,2024-01-26 15:30:57
"Awal-awal itu masih baik-baik aja . Kok tiba-tiba tidak bisa dibuka , lalu saya coba update tapi kok tetap tidak bisa ya?Jujur saya sedikit kecewa. Tolong segera diperbaiki ya",1,2024-01-23 07:19:42
